Time
132.07
139.69
31.53
16.52
15.48
16.19
15.92
16.33
15.54
15.94
16.64
15.6
15.78
16.24
15.87
15.91
16.14
16.32
15.62
17.3
16.84
16.93
16.0
16.06
15.78
16.27
15.99
16.06
17.31
15.66
16.4
15.93
15.8
15.87
16.6
16.3
15.92
17.52
21.62
16.16
15.91
15.64
16.04
16.4
15.71
16.07
16.12
16.91
16.57
16.78
16.39
16.96
16.53
15.3
15.53
15.87
16.23
16.53
16.34
15.8
16.06
15.94
16.0
17.01
16.46
15.46
15.57
15.43
16.39
15.76
15.8
16.14
15.86
15.79
15.19
17.25
16.72
16.19
16.04
16.07
15.96
15.93
16.62
15.38
16.39
15.54
15.9
16.65
15.88
15.78
15.85
16.98
15.93
16.3
15.98
15.74
15.99
16.15
16.47
17.52
