0.092,867.265,0.191
0.012,849.002,0.06
0.006,850.743,0.068
0.002,855.072,0.065
0.002,853.452,0.062
0.073,1230.535,0.188
0.014,1225.588,0.082
0.007,1225.054,0.051
0.002,1223.241,0.062
0.002,1223.864,0.06
0.075,2156.091,0.162
0.01,2155.855,0.052
0.005,2136.724,0.066
0.002,2165.304,0.062
0.002,2178.648,0.054
0.074,4115.921,0.185
0.012,4106.413,0.062
0.01,4133.235,0.055
