0.106,845.399,0.18
0.078,892.272,0.154
0.009,880.503,0.067
0.006,871.967,0.063
0.002,869.608,0.054
0.002,878.671,0.071
0.08,452.554,0.161
0.073,1285.848,0.171
0.013,1264.069,0.084
0.007,1274.998,0.066
0.003,1273.995,0.068
0.003,1272.631,0.05
0.087,2216.577,0.213
0.01,2208.916,0.062
0.005,2193.078,0.065
0.002,2208.891,0.05
0.002,2199.688,0.058
0.079,4091.32,0.183
0.013,4147.623,0.061
0.005,4107.731,0.069
0.002,4073.23,0.066
0.002,4130.662,0.063
