4.073,76.454,0.169
0.008,75.302,0.04
3.847,102.91,0.144
0.008,90.265,0.041
3.868,169.989,0.149
0.009,168.965,0.043
3.854,269.546,0.138
0.008,266.007,0.042
3.895,394.68,0.175
0.012,390.19,0.041
