4.049,74.339,0.269
0.008,71.826,0.04
3.989,105.584,0.142
0.009,92.464,0.042
3.86,160.548,0.146
0.009,167.425,0.041
3.887,273.616,0.14
0.008,261.155,0.04
3.878,398.543,0.252
0.008,397.084,0.039
3.943,72.033,0.144
0.008,74.272,0.041
0.007,71.929,0.041
0.004,74.512,0.041
0.004,71.213,0.041
0.003,72.567,0.04
0.003,74.495,0.04
0.003,71.705,0.041
0.006,74.574,0.041
0.004,73.397,0.041
