Time
215.91
49.72
26.59
17.27
11.8
11.94
11.04
11.41
13.1
10.66
10.48
12.91
12.43
13.79
11.36
13.13
13.86
14.76
11.93
13.38
13.16
118.25
48.53
11.76
123.97
33.51
11.14
11.17
158.33
47.88
18.79
18.28
18.78
18.06
17.57
20.06
18.83
19.04
20.65
18.97
20.45
18.68
18.11
18.96
18.59
19.02
17.96
18.46
21.0
18.88
18.37
18.39
19.59
19.09
19.04
18.67
19.02
18.82
19.14
19.23
19.32
20.84
18.2
19.28
18.58
19.0
19.61
19.15
18.54
19.48
19.39
19.14
18.71
18.53
18.39
19.28
18.99
18.7
18.67
18.44
18.81
18.22
18.67
19.76
18.66
19.61
18.69
18.61
18.71
18.97
19.26
19.77
19.94
18.73
18.52
18.31
19.71
19.03
18.53
