0.045,78.608
0.027,74.637
0.003,74.828
0.046,134.463
0.027,129.372
0.003,131.816
0.046,246.119
0.038,242.307
0.003,245.288
0.05,471.474
0.035,470.721
0.003,462.678
0.045,883.856
0.028,917.94
0.004,942.613
