0.122,43.88,0.12
0.027,39.883,0.041
0.01,40.375,0.047
0.125,71.674,0.119
0.027,67.054,0.054
0.009,66.481,0.059
0.126,127.372,0.119
0.028,123.117,0.048
0.009,123.006,0.047
0.121,244.419,0.118
0.027,242.73,0.046
0.009,240.338,0.046
0.119,476.811,0.123
0.027,451.3,0.057
0.009,442.835,0.045
